,genres,title,release_date,id,developer,Action,Adventure,Animation &amp; Modeling,Audio Production,Casual,Design &amp; Illustration,Early Access,Education,Free to Play,Indie,Massively Multiplayer,Photo Editing,RPG,Racing,Simulation,Software Training,Sports,Strategy,Utilities,Video Production,Web Publishing
88504,"Action, Adventure",Bully: Scholarship Edition,2008-10-21,12200,Rockstar New England,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88505,Action,Far Cry® 2: Fortune's Edition,2008-10-22,19900,Ubisoft Montreal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88506,"Action, Indie, Strategy",Space Trader: Merchant Marine,2008-10-23,11240,Meridian4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
88507,Simulation,PRR Wagon Pack 01,2009-01-01,256522,RailSimulator.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
88508,Simulation,"Class 421 London South East ""Jaffa Cake""",2009-01-01,275144,RailSimulator.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
88509,Simulation,ATSF Wagon Pack 01,2009-01-01,256521,RailSimulator.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
88510,Simulation,GP20 Union Pacific Add-on Livery,2009-01-01,222569,Reppo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
88511,Simulation,UK Van Wagon Pack,2009-01-01,256535,RailSimulator.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
88512,Simulation,CSX SD70MAC Add-on Livery,2009-01-01,256611,Dovetail Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
88513,Simulation,CSX ES44AC Add-on Livery,2009-01-01,256576,Dovetail Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
88514,Action,Saints Row 2,2009-01-28,9480,Volition,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88515,Action,Dead Space,2008-10-20,17470,EA Redwood Shores,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88516,RPG,Rise of the Argonauts,2008-12-16,12770,Liquid Entertainment,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
88517,"Action, Adventure",Mirror's Edge™,2009-01-13,17410,DICE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88518,"Indie, Strategy",Defense Grid: The Awakening,2008-12-08,18500,Hidden Path Entertainment,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
88519,Action,F.E.A.R. 2: Project Origin,2009-02-12,16450,Monolith,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88520,"Strategy, Indie",Harvest: Massive Encounter,2008-03-05,15400,Oxeye Game Studio,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
88521,"Indie, Strategy",Mayhem Intergalactic,2007-07-04,18600,Inventive Dingo,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
88522,"Action, Indie",Larva Mortus,2009-03-19,11340,Meridian4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
88523,Strategy,Knights of Honor,2005-05-10,25830,Black Sea Studios Ltd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
88524,"Action, Adventure, Strategy",Ceville,2009-02-27,23460,Realmforge Studios,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
88525,Strategy,Empire: Total War™ - Special Forces Units &amp; Bonus Content,2009-03-04,10600,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
88526,Action,Watchmen: The End is Nigh,2009-03-04,21010,Deadline Games,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88527,"Action, Adventure, Indie",Penumbra Overture,2007-03-30,22180,Frictional Games,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
88528,Action,Unreal Tournament 3 Black,2007-11-19,13210,"Epic Games, Inc.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88529,RPG,Drakensang,2009-02-27,12640,Radon Labs,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
88531,"Indie, Simulation",The Graveyard,2008-03-21,27020,Tale of Tales,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
88532,Racing,Burnout Paradise: The Ultimate Box,2009-02-03,24740,Criterion Games,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
88534,"Action, Indie",The Maw,2009-03-09,26000,Twisted Pixel Games,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
88535,"Action, Indie",The Maw: River Redirect,2009-03-16,26006,Twisted Pixel Games,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
88536,"Action, Indie",The Maw: Brute Force,2009-03-16,26005,Twisted Pixel Games,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
88537,"Casual, Indie",Obulis,2009-03-19,11330,IonFX,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
88538,Indie,Space Giraffe,2009-03-19,27800,Llamasoft LTD,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
88539,"Simulation, Strategy",Codename: Panzers - Cold War,2009-03-10,9850,"InnoGlow,Stormregion,THQ Nordic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
88540,Casual,Escape Rosecliff Island,2009-04-15,3600,SpinTop Games,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88541,"RPG, Massively Multiplayer",Guild Wars Nightfall®,2006-10-27,29580,ArenaNet®,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
88542,"RPG, Massively Multiplayer",Guild Wars® Game of the Year Edition,2005-04-28,29540,ArenaNet®,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
88543,"RPG, Massively Multiplayer",Guild Wars Factions®,2006-04-28,29560,ArenaNet®,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
88544,"Massively Multiplayer, RPG",Guild Wars Trilogy,2008-09-25,29570,ArenaNet®,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
88545,Casual,Puzzle Kingdoms,2009-04-16,23700,Infinite Interactive,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88546,Casual,Samantha Swift and the Golden Touch,2009-04-29,16060,MumboJumbo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88547,RPG,Two Worlds Epic Edition,2009-04-30,1930,Reality Pump Studios,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
88548,Strategy,Helldorado,2009-04-30,18470,Spellbound,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
88549,"Action, Adventure, RPG",X-Blades,2009-02-10,7510,Gaijin Entertainment,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
88550,"Action, Indie",Zeno Clash,2009-04-21,22200,ACE Team,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
88551,Indie,The Maw: Speeder Lane,2009-04-29,26007,Twisted Pixel Games,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
88552,"RPG, Strategy",King's Bounty: The Legend,2008-09-23,25900,1C Company,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
88553,"Casual, Simulation",Virtual Families,2009-05-06,16200,Last Day of Work,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
88554,Racing,Death Track®: Resurrection,2009-05-06,7840,Sky Fallen,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
88555,"RPG, Strategy",Freedom Force vs. the Third Reich,2005-03-08,8890,Irrational Games,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
88556,"RPG, Strategy",Freedom Force,2002-03-26,8880,Irrational Games,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
88557,"Indie, Simulation, Strategy",Light of Altair,2009-06-04,34500,SaintXi,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
88558,"Action, Simulation",Darkest Hour: Europe '44-'45,2009-06-09,1280,Darklight Games,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
88559,"Action, Adventure",Prototype™,2009-06-10,10150,Radical Entertainment,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88560,"Adventure, Indie",Blueberry Garden,Jun 2009,29160,Erik Svedäng,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
88561,Strategy,Port Royale 2,2004-04-30,12470,Ascaron Entertainment ltd.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
88563,RPG,The Elder Scrolls IV: Oblivion® Game of the Year Edition,2007-09-11,22330,Bethesda Game Studios,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
88564,RPG,The Elder Scrolls III: Morrowind® Game of the Year Edition,2002-04-29,22320,Bethesda Game Studios,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
88566,Adventure,Ankh 2: Heart of Osiris,2007-05-18,12440,Deck 13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88567,Simulation,Armored Fist 3,1999-09-01,32710,NovaLogic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
88568,Simulation,MiG-29 Fulcrum,1998-09-07,32740,NovaLogic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
88569,Strategy,BC Kings,2008-09-15,12460,Mascot Entertainment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
88570,Action,Call of Juarez®: Bound in Blood,2009-06-30,21980,Techland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88571,Adventure,Nancy Drew®: Legend of the Crystal Skull,2007-10-01,31860,HeR Interactive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88572,Adventure,Nancy Drew®: The Creature of Kapu Cave,2006-10-01,31900,HeR Interactive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88573,Adventure,Nancy Drew®: The Phantom of Venice,2008-07-01,31920,HeR Interactive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88574,Adventure,Nancy Drew®: The White Wolf of Icicle Creek,2007-07-01,31930,HeR Interactive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88575,"Casual, Indie",BRAINPIPE: A Plunge to Unhumanity,2008-12-24,35800,Digital Eel,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
88577,Adventure,Tales of Monkey Island Complete Pack,2009-07-07,31170,Telltale Games,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88578,Action,Street Fighter® IV,2009-07-07,21660,Capcom,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88579,"Action, Adventure, Racing, Simulation, Strategy",Thrillville®: Off the Rails™,2007-10-09,6080,Frontier,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
88580,Adventure,Indiana Jones® and the Fate of Atlantis™,1992-06-01,6010,LucasArts,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88581,Action,Armed and Dangerous®,2003-12-02,6090,Planet Moon Studios,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88582,Action,"Star Wars: Battlefront 2 (Classic, 2005)",2005-11-01,6060,Pandemic Studios,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88583,Adventure,Indiana Jones® and the Last Crusade™,1989-07-01,32310,LucasArts,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88584,"Action, Adventure",LEGO® Indiana Jones™: The Original Adventures,2008-06-03,32330,Traveller's Tales,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88585,Adventure,The Secret of Monkey Island: Special Edition,2009-07-15,32360,LucasArts,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88586,Strategy,Warfare,2008-11-20,35300,GFI Russia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
88587,"Action, Racing",Clutch,2009-06-02,35310,Targem Games,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
88588,Adventure,Nancy Drew®: Ransom of the Seven Ships,2009-07-21,31980,HeR Interactive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88590,Sports,3D Ultra™ Minigolf Adventures,2006-12-20,10140,Wanako Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
88591,Adventure,King's Quest™ Collection,2006-09-01,10100,Sierra,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88592,Action,TimeShift™,2007-10-30,10130,Saber Interactive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88593,Adventure,Space Quest™ Collection,2006-09-01,10110,Sierra,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88594,Action,Killing Floor Outbreak Character Pack,2009-07-24,1256,Tripwire Interactive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88595,"Action, Casual",Aces of the Galaxy™,2008-06-04,10120,Artech Studios,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88596,"Simulation, Strategy",Tropico Reloaded,2009-07-24,33520,"PopTop Software,BreakAway Games,Frog City Software",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
88597,Casual,Mystery P.I. - Lost in Los Angeles,2009-07-27,3610,SpinTop Games,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88598,Action,Bionic Commando: Rearmed,2008-08-14,21680,Capcom,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88599,"Action, Adventure",Bionic Commando,2009-07-28,21670,Capcom,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88600,Action,Watchmen: The End is Nigh Part 2,2009-07-29,21030,Deadline Games,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88601,"Action, Indie",Foreign Legion: Buckets of Blood,2009-08-04,36000,Sakari Indie,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
88602,"Adventure, RPG",STAR WARS™ - Knights of the Old Republic™,2003-11-19,32370,"BioWare,Aspyr (Mac)",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
88603,"Indie, Casual",Osmos,2009-08-18,29180,Hemisphere Games,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
88604,RPG,Fallout 2: A Post Nuclear Role Playing Game,1998-12-01,38410,Black Isle Studios,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
88605,Strategy,Fallout Tactics: Brotherhood of Steel,2001-03-01,38420,14° East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
88606,Action,Kingpin — Life of Crime,1999-06-01,38430,Xatrix Entertainment,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88609,Adventure,Tales of Monkey Island Complete Pack: Chapter 2 - The Siege of Spinner Cay,2009-08-20,31180,Telltale Games,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88610,Casual,Jewel Quest Pack,2009-08-24,37960,iWin,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88611,Casual,Mahjong Quest Collection,2009-08-24,38000,iWin,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88612,"Adventure, Indie","Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack",2009-06-22,37400,Size Five Games,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
88613,Action,Tom Clancy's Splinter Cell Chaos Theory®,2005-03-29,13570,Ubisoft Montreal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88615,Strategy,XIII Century – Gold Edition,2009-08-28,34420,Unicorn Games Studio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
88616,Simulation,World of Zoo,2009-10-30,43100,Blue Fang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
88618,"Action, Adventure",Mini Ninjas,2009-09-08,35000,IO Interactive,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88621,"Adventure, Casual, Indie",Windosill,2009-05-26,37600,"Vectorpark, Inc.",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
88622,Simulation,Train Simulator: Colton &amp; Northern Route Add-On,2009-09-25,24029,All Aboard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
88623,"Adventure, Casual",Midnight Mysteries,2009-09-28,32140,MumboJumbo,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88624,Adventure,Tales of Monkey Island Complete Pack: Chapter 3 - Lair of the Leviathan,2009-09-07,31190,Telltale Games,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88625,Action,Joint Operations: Combined Arms Gold,2009-08-18,32770,NovaLogic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88626,Simulation,Train Simulator: US Loco &amp; Asset Pack,2009-10-01,208306,Dovetail Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
88627,Simulation,DinerTown Tycoon,2009-09-30,37300,PlayFirst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
88628,Simulation,Train Simulator: European Loco &amp; Asset Pack,2009-10-01,208300,Dovetail Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
88629,RPG,Risen,2009-10-30,40300,Piranha Bytes,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
88630,Casual,Flora's Fruit Farm,2009-10-01,35070,Honeyslug,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88631,Strategy,Empire: Total War™ - The Warpath Campaign,2009-10-05,10606,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
88632,"Adventure, Indie",Machinarium,2009-10-16,40700,Amanita Design,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
88633,Action,Medal of Honor: Airborne,2007-09-04,24840,EA Los Angeles,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88634,Racing,Need for Speed: Shift,2009-09-15,24870,Slightly Mad Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
88635,RPG,Torchlight,2009-10-27,41500,Runic Games,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
88636,Strategy,Command &amp; Conquer: Red Alert 3 - Uprising,2009-03-12,24800,EA Los Angeles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
88637,Strategy,The Stronghold Collection,2009-10-27,901735,FireFly Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
88638,Strategy,East India Company: Privateer,2009-10-27,42800,Nitro Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
88639,Action,Painkiller: Resurrection,2009-10-27,39560,Homegrown Games,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88640,"RPG, Strategy",SpellForce 2 - Anniversary Edition,2009-10-29,39550,"Phenomic,THQ Nordic",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
88641,Adventure,Secret Files: Tunguska,2009-10-29,40330,Animation Arts,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88642,Strategy,Rush for Berlin Gold,2009-10-29,40320,Stormregion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
88643,Adventure,Tales of Monkey Island Complete Pack: Chapter 4 - The Trial and Execution of Guybrush Threepwood,2009-10-07,31200,Telltale Games,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88644,Strategy,Men of War: Red Tide,2009-11-01,3130,1C Company,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
88645,"Action, Indie",Hammerfight,2009-09-19,41100,Konstantin Koshutin,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
88646,"Action, RPG",SpellForce - Platinum Edition,2009-11-03,39540,Phenomic,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
88647,Strategy,Massive Assault: Phantom Renaissance,2005-03-03,34640,Wargaming.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
88648,Strategy,Massive Assault,2003-10-28,34630,Wargaming.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
88650,"Action, Indie",Serious Sam HD: The First Encounter,2009-11-24,41000,Croteam,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
88651,Adventure,Secret Files 2: Puritas Cordis,2009-10-29,40340,Animation Arts,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88652,RPG,Dragon Age: Origins,2009-11-06,17450,BioWare,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
88653,"Action, RPG, Indie",Aztaka,2009-05-07,37100,Citeremis Inc.,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
88654,"Indie, Casual",Magnetis,2009-11-05,37500,Yullaby,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
88655,Strategy,For The Glory: A Europa Universalis Game,2009-11-11,42810,Crystal Empire Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
88656,Action,Call of Duty®: Modern Warfare® 2,2009-11-12,10180,"Infinity Ward,Aspyr (Mac)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88657,Adventure,LEGO® Star Wars™ - The Complete Saga,2009-11-12,32440,"Traveller's Tales,Feral Interactive (Mac)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88658,RPG,Overlord™,2007-06-26,11450,"Triumph Studios,Virtual Programming",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
88659,RPG,Overlord™: Raising Hell,2008-02-15,12710,"Triumph Studios,Virtual Programming",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
88660,Strategy,Command &amp; Conquer 3: Tiberium Wars,2007-03-28,24790,EA Los Angeles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
88661,"Indie, Casual",Yumsters 2: Around the World,2008-07-23,29120,KranX Productions,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
88662,Strategy,Command &amp; Conquer 3: Kane's Wrath,2009-11-13,24810,EA Los Angeles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
88663,"Indie, Simulation, Strategy",Gratuitous Space Battles,2009-11-16,41800,Positech Games,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
88664,Simulation,Wings of Prey,2009-12-25,45300,Gaijin Entertainment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
88665,"Action, Adventure, RPG",The Bard's Tale,2005-06-17,41900,inXile Entertainment,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
88666,Action,Defence Alliance 2,2009-10-22,35420,Defence Alliance Team,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88667,Action,STAR WARS™ - The Force Unleashed™ Ultimate Sith Edition,2009-11-03,32430,"LucasArts,Aspyr Studios",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88669,RPG,Fallout 3: Game of the Year Edition,2009-10-13,22370,Bethesda Game Studios,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
88670,"Strategy, Indie, Simulation",Gratuitous Space Battles: The Tribe,2009-12-16,41802,Positech Games,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
88671,Simulation,Build-A-Lot,2007-10-02,38080,Hip Soft,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
88672,Simulation,Build-A-Lot 2: Town of the Year,2008-04-29,38090,Hip Soft,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
88673,Simulation,Build-A-Lot 3: Passport to Europe,2009-01-24,38100,Hip Soft,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
88674,"Casual, Simulation",Coconut Queen,2009-12-17,38070,iWin,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
88675,Casual,Roogoo,2009-12-17,38210,Spidermonk Entertainment,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88676,"Action, Adventure",Devil May Cry 4,2008-07-08,45700,Capcom,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88677,"Action, Indie, RPG",Avencast: Rise of the Mage,2010-03-17,46410,ClockStone Studios,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
88678,Simulation,Build-A-Lot 4: Power Source,2009-08-12,38110,Hip Soft,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
88679,"Action, Free to Play, Indie","Pirates, Vikings, and Knights II",2010-02-12,17570,Octoshark Studios,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
88680,Casual,Farm Frenzy 2,2008-08-27,38130,Alawar,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88681,Casual,Farm Frenzy 3: American Pie,2010-01-06,38160,Alawar,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
